Date,HRMM  Sec,Latitud,Longitud,Depth,Mc,Ml   Mb
2019 1123,1353 13.7,19.033,-67.571,60.1,3.1,2.2
2019 1123,2219 48.1,19.116,-65.785,31.2,3.3,3
2019 1124,0253 57.0,19.155,-67.388,20.2,3.4,2.1
2019 1124,0652 12.6,19.361,-69.953,0.1,2.8,1.9
2019 1124,1617  5.5,18.352,-68.951,107.4,3,2.1
2019 1124,1848 50.5,19.211,-67.506,20.1,3.2,2.3
2019 1124,1909 51.3,19.125,-69.711,83.4,2.7,2.5
2019 1124,2236 46.0,18.99,-67.661,8.1,3.3,2.2
2019 1124,2328 20.3,18.658,-69.361,92.6,3.2,2.2
2019 1125,0100  7.7,19.754,-70.713,22.9,3.2,1.9
2019 1125,0144 30.5,19.192,-66.79,23,3.5,2
2019 1125,0233 36.1,19.734,-71.282,15,2.5,1.9
2019 1125,0327 33.8,19.543,-69.138,0.5,3.5,2.4
2019 1125,0344 58.5,20.292,-70.815,12.1,3.3,2.1
2019 1125,0431 55.7,19.075,-67.667,0.1,3.4,2
2019 1125,0655 23.0,19.548,-70.708,22.8,3.4,1.9
2019 1125,0656 54.4,19.04,-65.904,24.4,3.5,2.6
2019 1125,0720 37.2,18.634,-69.81,140.7,3.3,2
2019 1125,0935 40.4,18.445,-69.086,142.4,4,4
2019 1125,1428 23.6,19.068,-67.189,15,3.3,1.7
2019 1125,1753 59.8,18.961,-70.105,15,2.7,1.9
2019 1125,1812 51.1,18.77,-69.324,99.2,2.8,2.2
2019 1125,2303 47.0,19.365,-69.897,12,3.3,1.7
2019 1125,2352 35.2,18.265,-69.121,110,3.3,1.8
2019 1126,0250 37.0,18.527,-70.427,16.7,2.6,1.8
2019 1126,0533  6.6,18.713,-69.425,94,2.8,2.3
2019 1126,1257 14.7,18.446,-76.753,12.1,3.6,3
2019 1126,2035 53.1,18.213,-67.095,15,3.5,3
2019 1126,2220 43.7,19.522,-69.915,0.2,2.7,2
2019 1126,2232 46.1,19.586,-67.124,44.3,3.6,2.3
2019 1127,0126 33.8,18.899,-67.122,25.1,3.1,1.6
2019 1127,0137  8.5,17.957,-68.793,21.2,3.2,2.4
2019 1127,0201 43.8,19.158,-68.824,44.8,3.2,2.1
2019 1127,0324 25.2,19.472,-67.288,31.1,4,3.6
2019 1127,0608  0.8,19.239,-67.196,20,3.4,3
2019 1127,0628  1.7,19.539,-67.173,31,3.4,2.1
2019 1127,0858 45.4,18.311,-72.169,7.7,2.6,2
2019 1127,1124 29.2,19.189,-67.887,21.6,3.2,1.9
2019 1127,1308 43.0,19.209,-67.093,23,3.5,2.4
2019 1127,1844 34.1,18.484,-70.342,22.8,2.6,1.6
2019 1127,1900 37.8,18.484,-70.334,20.8,2.7,2.1
2019 1127,2238  1.6,18.458,-69.427,127.5,3.1,2.1
2019 1128,0056  7.5,18.026,-67.295,139.6,3.1,2.5
2019 1128,0114 22.7,19.461,-68.068,20.2,3.3,1.9
2019 1128,0122 54.3,19.691,-68.018,20.6,3.4,2.1
2019 1128,0344 24.8,18.787,-69.818,140.1,3.1,2.3
2019 1128,0546 45.7,18.53,-68.927,138.3,3.2,2.5
2019 1128,0634 52.6,18.962,-71.218,17.4,2.8,1.7
2019 1128,0756 27.0,18.894,-69.467,89,2.9,2.2
2019 1128,0919 53.2,18.85,-66.893,33.1,3,1.7
2019 1128,1414 28.6,19.212,-67.015,22.5,3.4,2.6
2019 1128,1509 39.3,18.713,-70.572,15.7,2.8,1.5
2019 1128,1625 33.1,20.137,-71.571,36.3,3.3,2.9
2019 1128,1655 18.8,17.846,-69.007,22.2,3.1,2.1
2019 1128,1659 14.4,18.908,-67.343,24.7,3.2,1.7
2019 1128,2327 12.9,18.231,-67.54,122.6,3.4,1.9
2019 1129,0745 57.5,17.949,-68.235,105.8,3.3,2
2019 1129,0906 22.9,19.034,-67.226,69.4,3.3,1.9
2019 1129,0934 18.5,18.907,-69.126,38.2,2.6,1.8
2019 1129,1121  0.0,,,,,
2019 1129,1507 25.5,19.117,-67.114,22.3,3.1,2.7
2019 1129,1508 37.0,19.237,-66.513,53.6,4.4,5
2019 1129,1626 33.4,19.156,-70.34,0,2.7,2.2
2019 1129,1807  7.3,20.11,-70.709,23,3.3,2.6
2019 1129,1816 48.4,19.097,-67.071,29.2,3.5,2.5
2019 1129,1833 33.1,19.409,-69.991,22.9,3,2.2
2019 1129,1924  2.8,19.29,-67.31,22.3,3.1,2.2
2019 1129,2316 59.2,18.379,-68.877,103.2,3.1,2.1
2019 1129,2343 44.6,18.215,-68.028,109.4,3.1,2.1
2019 1129,2355 28.3,18.268,-68.261,133.1,3.3,2.1
2019 1130,0035 23.3,19.041,-67.072,21.9,3.4,2
2019 1130,0043 38.7,19.088,-67.025,21.5,3.3,1.9
2019 1130,0321 56.5,18.496,-70.303,22.8,2.9,2.1
2019 1130,0517 55.9,19.089,-67.096,31,3.3,2.4
2019 1130,1511 26.9,18.79,-65.765,54.5,3.5,4
2019 1130,1748 16.1,19.234,-67.262,24.3,3.3,2.6
2019 1130,2000 10.8,19.077,-67.233,20.6,3.1,2
2019 1130,2013 24.8,20.209,-70.618,22.2,3.2,2.2
2019 1201,0214  8.2,19.094,-66.811,116,3.4,2.4
2019 1201,1058 28.8,18.518,-70.338,19,3,1.9
2019 1201,1255 30.2,17.33,-68.438,23,3.2,2.6
2019 1202,0213 46.7,18.53,-70.414,12.1,3.1,1.7
2019 1202,0900  8.1,19.625,-70.337,11.4,3.1,2.2
2019 1202,1059 22.5,19.001,-68.662,26.9,3.1,2
2019 1202,1353 56.2,18.649,-69.072,111.6,3.6,3.1
2019 1202,1538  4.0,19.152,-69.341,15,2.4,2
2019 1202,1802 19.8,18.82,-67.37,23.1,3,2.1
2019 1202,1816 14.5,19.287,-70.402,22.9,2.8,2.2
2019 1202,1953  7.5,19.375,-69.148,29.9,3,2
2019 1202,2052 54.2,19.243,-67.06,22.8,3.4,2.1
2019 1202,2103 55.0,19.171,-67.138,22.4,3.4,2.2
2019 1202,2125 37.4,18.922,-68.021,22.9,3.3,1.8
2019 1202,2307 26.6,18.869,-69.551,75.8,3.2,1.9
2019 1203,0012  0.6,19.571,-67.183,15,3.4,
2019 1203,0711 58.2,17.517,-71.12,22.7,2.9,1.8
2019 1203,0718 51.8,19.267,-71.067,22.9,3,3.1
2019 1203,0924 48.2,18.841,-70.012,107.3,3,2.4
2019 1203,1231 23.5,18.188,-68.713,134.5,3,2.6
2019 1203,1527 12.3,19.698,-70.041,12.1,2.7,2.3
2019 1203,1659 42.9,18.991,-70.159,12.1,2.8,1.9
2019 1203,1732 15.9,18.26,-70.387,22.9,2.8,1.9
2019 1203,1830 23.3,18.571,-68.652,107.4,3.5,2.5
2019 1204,0123 54.1,19.047,-67.31,15,3.5,2
2019 1204,0205 47.9,19.126,-67.024,30.9,3.3,2.4
2019 1204,0858 33.0,18.336,-68.849,129.6,3,2
2019 1204,2217 50.6,18.936,-69.819,177.1,3.4,2.4
2019 1204,2305  0.9,19.325,-67.075,31.1,3.7,2.9
2019 1204,2310 30.6,19.066,-67.099,21,3.5,2.2
2019 1205,0409 29.5,19.708,-71.717,93.5,3.4,2.5
2019 1205,0446 57.4,18.876,-70.05,290.8,3.6,2.9
2019 1205,0451 53.8,19.094,-69.524,11.7,2.7,1.4
2019 1205,0510 36.7,18.923,-69.478,60.1,3.1,2.6
2019 1205,0512 39.7,19.315,-67.148,31,3.4,2.5
2019 1205,0806  8.9,18.507,-69.097,115.7,3,2
2019 1205,0854  8.5,19.248,-67.078,24.8,3.3,2.1
2019 1205,1141 48.0,19.085,-67.11,21.4,3.5,2.5
2019 1205,1243  0.0,,,,,
2019 1205,1754 58.9,19.187,-70.866,15,2.9,2.1
2019 1205,1839 30.9,18.218,-69.039,122.3,2.9,2.1
2019 1205,1842  9.6,18.87,-69.424,98.7,2.9,2.4
2019 1205,1903 42.3,18.976,-69.094,32.7,2.4,1.4
2019 1205,1919 23.3,19.102,-67.078,22.7,3.5,2.7
2019 1205,2252 25.2,19.107,-66.96,31,3.5,2.1
2019 1205,2337 20.6,18.36,-69.258,112.2,3.3,2.1
2019 1206,0531 12.9,19.316,-69.246,29.2,2.4,1.4
2019 1206,1217 20.5,18.896,-70.615,15,2.9,1.6
2019 1206,1610 58.9,18.238,-70.847,23,3.2,1.7
2019 1206,1818  0.4,18.979,-70.314,98.4,3,2.3
2019 1206,1842  1.5,18.221,-69.818,31,3.1,2.8
2019 1206,1912 57.0,18.745,-69.803,66.3,3,2.1
2019 1206,2002 50.1,20.101,-70.416,12.1,3.3,2.5
2019 1206,2119 19.3,19.034,-67.095,31.1,3.4,2.2
2019 1206,2142 53.7,17.862,-68.971,141.8,3.3,2.3
2019 1207,0408 36.9,20.379,-70.676,22.2,3.2,2.8
2019 1207,0412 28.3,19.06,-69.068,13.6,2.8,2.3
2019 1207,0543 43.9,17.6,-68.741,26,3.3,2.5
2019 1207,0547 20.4,17.595,-68.808,25.6,3.3,2.5
2019 1207,0752 52.6,19.288,-67.22,20.6,3.4,2.6
2019 1207,0922 40.5,18.5,-70.363,15.5,2.9,2.4
2019 1207,0958 49.2,18.373,-69.046,159.5,3.2,2.2
2019 1207,1100 13.5,17.844,-68.556,89.4,3.1,2.2
2019 1207,1203 31.9,18.497,-70.351,14.6,3.2,2.5
2019 1207,2138 54.7,18.378,-66.223,124.4,3,2.6
2019 1208,0010  4.6,19.15,-67.136,22.3,3.8,3.4
2019 1208,0108 55.3,19.104,-67.139,31,3.7,3.3
2019 1208,0412 36.3,19.612,-69.937,4.4,3,1.9
2019 1208,0459 53.7,19.222,-67.198,22.8,3.3,2
2019 1208,1049 49.9,19.088,-67.276,31,3.2,2
2019 1208,1931 41.4,18.616,-71.426,11.7,3,2.1
2019 1208,1933 13.0,18.597,-71.439,15,2.6,1.8
2019 1208,1942 11.6,18.6,-71.424,43.9,2.5,2.2
2019 1208,2020  0.0,,,,,
2019 1209,0234 35.1,18.792,-69.2,88.7,3,2.4
2019 1209,0238 37.5,18.931,-68.301,141.7,3.6,2.5
2019 1209,0420 34.0,17.982,-71.481,12.1,3.5,3
2019 1209,0436 47.2,17.69,-68.347,0,3.3,
2019 1209,0609 22.2,20.004,-70.74,31,3.4,2.3
2019 1209,0626 34.1,20.144,-70.793,23,3.5,2.2
2019 1209,0751  4.8,19.342,-66.959,31.2,3.6,
2019 1209,0905 14.4,18.683,-69.749,141,3.1,2.3
2019 1209,1137 17.1,17.917,-71.425,12.4,3.3,3
2019 1209,1259 19.0,18.712,-67.562,21.4,2.9,2.2
2019 1209,1550 47.5,18.355,-68.381,105.7,3.2,2.5
2019 1209,1701 43.4,19.17,-70.241,12.2,2.3,1.9
2019 1209,2353 20.3,18.625,-69.718,92.9,2.9,2.3
2019 1209,2354 30.1,18.02,-68.153,22.7,3.4,2.3
2019 1210,0229  2.5,18.668,-69.642,137.2,3,2.6
2019 1210,0329 59.6,19.117,-67.025,31,3.3,2.3
2019 1210,0549 55.4,19.122,-67.042,31,3.2,2.3
2019 1210,0932  5.9,19.091,-67.1,31,3.3,2.3
2019 1210,0942  4.1,19.208,-67.171,25.9,3.4,2.6
2019 1210,1614  3.6,19.525,-67.189,54.7,3.2,2.6
2019 1210,1913 35.7,17.871,-69.203,31.5,3.3,2.4
2019 1210,2000 27.7,19.133,-68.438,21.9,3.5,2.8
2019 1211,0211 11.0,19.04,-67.292,14.9,3.3,2.4
2019 1211,0248 29.3,18.223,-67.986,19.8,3.3,2.3
2019 1211,0527  8.5,18.641,-69.511,87.5,3.1,3
2019 1211,1010 18.1,18.669,-69.793,120.6,2.9,2.1
2019 1211,1130 48.6,20.018,-70.803,20.6,3.4,2.5
2019 1211,1145 54.2,19.132,-67.622,11.8,3.3,2.2
2019 1211,1747  8.3,19.178,-67.12,18.6,3.6,3.5
2019 1211,1758 50.3,19.165,-67.146,22.1,3.4,2.2
2019 1212,0202  4.6,18.825,-66.773,55.5,2.9,2.1
2019 1212,0529 21.0,18.742,-67.481,44.3,2.6,1.9
2019 1212,0927 20.2,18.122,-66.282,15,2.8,2.1
2019 1212,1723  6.2,19.275,-69.568,30.5,2.7,2.3
2019 1212,1800  2.9,18.644,-71.108,150.7,2.7,2
2019 1213,0021 55.3,19.377,-69.686,31,2.7,2.1
2019 1213,0321 42.9,18.008,-69.007,22.1,3.3,2.4
2019 1213,0331  5.1,19.284,-67.244,23,3.3,2.6
2019 1213,1018  6.2,19.05,-69.037,29.6,2.2,2
2019 1213,1146 38.8,18.447,-67.52,31.1,3,2.6
2019 1213,1708 20.6,17.843,-68.503,15.7,3.4,2.9
2019 1213,1959 41.0,19.217,-67.332,23,3.2,2.6
2019 1214,0310 27.9,17.882,-66.574,28,2.9,2.2
2019 1214,0318 38.4,19.115,-66.969,31.2,3.3,2.1
2019 1214,0713 36.2,19.081,-69.608,94.6,2.9,3
2019 1214,0903 22.8,18.623,-69.148,124,3.1,2.5
2019 1214,0943  7.0,18.492,-69.233,105.8,3.1,3
2019 1214,1534 25.0,18.033,-68.592,22.7,3.5,2.6
2019 1214,1831 22.9,18.964,-70.179,14.5,2.8,2
2019 1214,2201 55.2,18.455,-68.913,174.3,3.5,2.7
2019 1214,2218 53.4,19.247,-67.069,31.1,3.4,2.2
2019 1214,2326  8.4,19.169,-69.853,50.6,2.8,2.4
2019 1215,0608 45.4,18.495,-71.485,19.8,3.1,1.3
2019 1215,1213  0.0,,,,,
2019 1215,1356  0.0,,,,,
2019 1215,1413  0.0,,,,,
2019 1215,1631 46.9,19.133,-67.247,28.6,3.7,2.5
2019 1215,1637 54.0,19.303,-67.049,30.9,3.8,2.4
2019 1215,1728 40.5,19.252,-68.656,15,3.2,2.7
2019 1215,1817 43.7,18.849,-69.057,118.7,3.2,1.9
2019 1215,2114 49.2,20.706,-71.495,70.9,3.3,2.5
2019 1216,359  0.0,,,,,
2019 1216,0748 39.9,19.248,-67.558,22.8,3.8,2.6
2019 1216,1050 52.5,19.152,-67.192,15,3.6,2.5
2019 1216,1111 54.6,19.081,-70.442,25.8,3,1.9
2019 1216,1405 32.0,17.863,-66.493,29.1,3.1,1.8
2019 1216,1424 36.7,19.183,-67.111,17.4,3.5,3
2019 1216,1438 16.1,19.236,-67.303,19.4,3.4,2.3
2019 1216,1630 42.5,18.549,-68.958,126.7,3.7,3.5
2019 1216,1708 44.3,18.872,-72.323,30.1,3.2,2.5
2019 1216,2024  5.2,19.202,-67.184,15,3.3,2.3
2019 1216,2029 34.4,19.059,-67.575,22.5,3.5,2.7
2019 1216,2119 56.8,19.266,-67.242,20.4,3.4,2.3
2019 1216,2123  8.9,19.271,-67.168,31,3.6,2.6
2019 1216,2143 31.9,19.196,-67.522,15,3.3,2.2
2019 1216,2150 49.4,19.16,-67.598,6.8,4,4.1
2019 1216,2156 47.8,19.519,-67.262,47.7,3.5,2.6
2019 1216,2203 32.0,18.745,-72.092,29.6,2.9,
2019 1216,2210 19.5,19.275,-67.195,22.8,3.7,3.4
2019 1216,2213 31.8,19.341,-67.091,31.1,3.6,2.4
2019 1216,2220  4.0,19.302,-67.468,20,4,4.2
2019 1216,2248 51.9,18.953,-67.693,31.1,3,2.1
2019 1216,2302 56.6,19.463,-67.151,15,3.3,
2019 1216,2307  8.6,19.06,-67.622,0.1,3.3,2.1
2019 1216,2349 12.5,19.128,-67.625,0,3.4,2.9
2019 1217,0102 23.6,18.854,-67.619,27.7,3.7,2.6
2019 1217,0112 27.7,19.038,-67.63,20.8,3.8,2.7
2019 1217,0124  3.9,19.073,-67.61,0,3.1,2.3
2019 1217,0125 36.2,19.232,-67.535,22.5,3.7,3.4
2019 1217,0422  0.9,18.892,-67.649,10.5,3.6,2.5
2019 1217,528  0.0,,,,,
2019 1217,0856 23.7,19.052,-67.595,15,3.7,2.6
2019 1217,0939 51.4,17.879,-72.07,0.5,3.1,
2019 1217,0954 43.3,19.267,-67.497,15,3.5,2.4
2019 1217,1001 44.7,19.021,-67.657,0.1,3.6,2.2
2019 1217,1010  2.3,19.309,-67.464,15,3.5,2.4
2019 1217,1030 22.9,19.211,-69.388,0.4,2.9,1.8
2019 1217,1102 56.6,19.33,-67.234,15,3.7,3.6
2019 1217,1127 17.5,19.098,-67.644,12,3.5,2.7
2019 1217,1207 21.8,19.891,-69.993,17.5,3.4,2.5
2019 1217,1235 18.3,19.056,-67.628,0.2,3.3,2.3
2019 1217,1250 49.6,19.073,-67.643,1.1,3.3,2.4
2019 1217,1314 47.9,19.192,-67.546,15,3.2,2.1
2019 1217,14 8  0.0,,,,,
2019 1217,1423 43.2,19.321,-67.455,11.9,3.3,2.3
2019 1217,1442  5.6,19.251,-67.476,15,3.3,2.1
2019 1217,1458 47.6,19.095,-67.631,0.2,3.4,2.3
2019 1217,1515 46.7,18.579,-69.467,94.6,2.8,2.5
2019 1217,1637 21.8,19.102,-67.616,0,3.5,3
2019 1217,1651 14.2,19.527,-67.376,15,3.4,2.6
2019 1217,1714 42.3,19.342,-70.197,0.1,2.8,
2019 1217,2218 16.6,19.259,-70.224,82.1,3.2,2.4
2019 1217,2235 14.1,19.302,-67.763,15,3.3,2.4
2019 1217,2239 57.2,18.78,-67.616,197.5,3.4,2.4
2019 1217,2326 47.1,19.372,-70.004,58.2,2.7,2.4
2019 1217,2335 20.4,19.126,-67.09,22.9,3.4,2.4
2019 1217,2349 17.0,19.125,-69.789,12,3,2.3
2019 1218,0006 36.1,19.184,-69.661,23,3.9,3.3
2019 1218,0226  9.8,18.358,-69,101.6,3.5,2.8
2019 1218,0349 54.5,19.137,-69.518,30,3.1,2.3
2019 1218,0355 36.3,19.116,-69.52,46,2.4,2.1
2019 1218,0451 28.4,20.083,-70.533,22.8,3.7,2.7
2019 1218,1205  2.4,19.177,-69.668,12,2.8,2.3
2019 1218,1214  1.5,18.262,-72.137,10.6,3.1,2.8
2019 1218,1849 29.2,19.188,-69.678,21.6,3.1,2.8
2019 1218,2012 13.7,19.459,-69.952,19.1,2.8,2.4
2019 1218,2143 16.4,17.921,-66.581,12,3,2.7
2019 1218,2144 31.3,17.907,-66.572,21.4,2.8,2.1
2019 1219,0343 30.1,18.834,-67.719,19.5,3.4,2.1
2019 1219,0654 53.2,18.534,-69.496,89.5,3.1,2.7
2019 1219,0705 30.3,19.263,-69.794,22.5,2.9,1.9
2019 1219,0723  3.5,17.993,-67.5,21.9,3.4,2.6
2019 1219,1412 30.2,19.129,-67.527,25.4,3.2,2.3
2019 1219,1630 14.7,19.533,-70.733,15,3,2.5
2019 1219,1829 53.1,19.371,-67.206,15,3.1,2.3
2019 1219,1907 55.6,19.189,-67.576,15,3.1,2.2
2019 1220,0044 34.0,18.501,-71.361,21.4,3.1,2.3
2019 1220,0051 15.6,19.123,-67.585,22.4,3.4,2.6
2019 1220,0549  9.6,18.952,-66.86,31,3.7,2.8
2019 1220,0654 44.0,18.572,-71.411,18.8,2.6,1.5
2019 1220,0917  1.8,18.397,-72.888,31.1,3.8,2.9
2019 1220,1220 21.7,20.326,-70.813,30.9,3.2,2.6
2019 1220,2115 52.4,19.067,-67.598,17,3.4,3.1
2019 1220,2147 59.8,19.173,-67.592,15,3.1,2.1
2019 1221,0047 40.0,18.731,-66.988,208.1,3.2,2.4
2019 1221,0216 11.4,19.146,-68.469,20.2,3.1,2.1
2019 1221,0401  5.6,19.092,-67.606,4.5,3.1,1.9
2019 1221,0433 35.4,19.222,-67.497,15,3,1.9
2019 1221,0443 30.8,19.181,-67.272,28.4,3.1,2
2019 1221,0955 41.2,18.922,-67.65,19.4,3.4,3.3
2019 1221,1318 22.3,18.903,-66.818,31,2.9,1.9
2019 1221,1320 18.4,18.908,-66.794,33.2,2.8,1.7
2019 1221,1417 53.6,19.22,-67.123,31.1,3.4,2.5
2019 1221,1518 45.3,18.486,-71.132,31,3,2.1
2019 1221,2100 22.6,18.156,-66.868,22.4,2.8,3.1
2019 1221,2314 53.1,19.086,-67.602,21,3.9,3.8
2019 1222,0256 12.1,19.096,-67.646,10.3,4,4.2
2019 1222,0302 25.2,19.094,-67.62,9.8,3.4,2.5
2019 1222,0328 54.9,19.205,-67.416,15,3.3,2.4
2019 1222,0337 32.3,19.105,-67.648,0.1,3.4,2.6
2019 1222,0345 10.8,19.217,-67.499,15,3.2,2.2
2019 1222,0400 44.5,19.249,-67.471,15,3.3,2.2
2019 1222,0415 11.4,19.047,-69.497,52.1,2.9,2.5
2019 1222,0417 59.7,19.091,-69.469,30.2,3,2.7
2019 1222,0422 58.4,19.069,-69.48,29.7,2.9,2.7
2019 1222,0503 26.2,17.844,-66.79,9.7,3,2.3
2019 1222,0738 36.8,19.061,-67.647,0.2,3.4,3
2019 1222,0758 15.0,19.058,-68.608,24.4,2.9,2.4
2019 1222,0832 47.1,19.198,-67.524,23,3.3,2.4
2019 1222,1119 50.8,19.086,-67.638,0.2,3.4,2.1
2019 1222,1216 20.3,19.082,-67.661,11.2,3.3,2.2
2019 1222,1230 55.3,18.683,-69.502,84,3.2,2.4
2019 1222,1403 57.6,18.499,-70.716,28.3,3,1.6
2019 1222,1555 33.3,19.03,-67.64,0.1,3.4,2.2
2019 1222,1652 29.0,19.076,-67.61,12.1,3.5,2.2
2019 1222,1731 42.6,19.1,-67.596,0,3.3,2.1
2019 1222,2037  6.8,17.507,-67.41,96.3,3.5,2.4
2019 1222,2047 26.7,19.375,-70.648,22.8,3.2,2.2
2019 1222,2147 56.0,19.261,-67.493,23.4,3.3,2.3
2019 1223,0048 41.5,19.213,-67.509,20.9,3.4,2.4
2019 1223,0235  7.2,19.335,-70.249,88.4,3.1,2.4
2019 1223,0657 27.6,18.688,-70.111,123.6,3,2.3
2019 1223,0912 29.6,19.292,-67.219,22.4,3.5,2.6
2019 1223,1043  2.1,19.259,-67.24,21.8,3.8,3.7
2019 1223,1048 41.3,19.281,-67.176,22.4,3.8,3.6
2019 1223,1102 46.8,19.315,-67.149,20.3,3.5,2.9
2019 1223,1151  4.2,19.321,-67.047,22.8,3.4,2.3
2019 1223,1342 48.8,18.424,-69.153,137.3,3.4,2.8
2019 1223,1455 31.6,18.964,-68.144,11.3,3.4,2.5
2019 1223,1610 58.6,19.45,-70.91,31,3.5,3.1
2019 1223,1644 28.7,17.611,-67.435,15,3.6,2.7
2019 1223,1829 40.0,19.377,-69.498,86.1,3.1,2.4
2019 1223,2015 27.3,19.708,-70.08,12.1,3.3,2.4
2019 1224,0213 31.7,18.588,-68.1,17.1,3.1,1.8
2019 1224,0234  2.7,18.599,-69.074,106.6,3.5,2.8
2019 1224,0421 34.7,18.564,-69.768,130.1,3.2,2.1
2019 1224,0535  3.2,17.163,-67.685,23.1,3.5,2.4
2019 1224,0647 46.8,18.632,-71.661,21.1,2.7,1.3
2019 1224,0724  2.9,20.432,-71,80,3.3,
2019 1224,0730 41.1,19.231,-70.438,23,3,1.7
2019 1224,0732 10.0,19.68,-70.389,32.6,2.8,2
2019 1224,0743 45.4,19.194,-67.53,22.7,3.3,2.1
2019 1224,0753 14.8,19.433,-66.957,87.8,3.6,
2019 1224,0806 17.1,19.307,-70.454,26.7,3.5,2.9
2019 1224,0955 44.6,19.313,-67.239,15,3.4,2.1
2019 1224,1104 54.2,18.588,-71.644,36.5,2.6,1.5
2019 1224,1105 47.2,18.695,-71.47,0.1,2.6,1.4
2019 1224,1238 40.3,18.275,-67.112,28,2.8,
2019 1224,1425 13.7,18.679,-69.501,83.7,3.3,2.5
2019 1224,1507 15.9,18.225,-69.576,107.6,3.1,2.2
2019 1224,1902 44.6,19.219,-67.306,12.1,3.5,2.3
2019 1224,2204 35.3,18.969,-67.693,11.2,3.4,2.2
2019 1224,2206 53.4,19.071,-67.653,0,3.5,2.1
2019 1224,2311 32.5,19.254,-67.575,0,3.3,2.3
2019 1225,0305 23.2,18.939,-70.358,76,3.5,2.2
2019 1225,0722 42.3,18.285,-68.875,90.6,3.4,2.4
2019 1225,931  0.0,,,,,
2019 1225,1443 57.9,19.242,-67.489,15,3.3,2
2019 1225,1851 48.4,18.777,-69.423,98.4,3.5,3.2
2019 1225,2210 46.1,18.578,-64.034,91.4,4.1,3.4
2019 1226,0530  6.7,19.467,-70.209,22.4,3.2,2.3
2019 1226,0755 42.1,17.714,-66.845,65.9,3.2,2.1
2019 1226,0757 11.9,19.314,-69.881,24.7,2.8,2.1
2019 1226,0828 39.0,19.333,-67.83,12,3.4,2.6
2019 1226,931  0.0,,,,,
2019 1226,0947 43.8,18.092,-67.538,165.6,3.6,2.8
2019 1226,1013 35.7,19.272,-67.364,92,3.3,2.3
2019 1226,1037 11.4,19.074,-67.634,11.1,3.3,2.4
2019 1226,1040 53.2,19.131,-67.565,11.5,3.4,2.2
2019 1226,1112  0.0,,,,,
2019 1226,1258 48.2,18.244,-65.86,0.1,3.3,2.3
2019 1226,1352 21.9,17.837,-66.524,11.9,2.9,1.6
2019 1226,1422  6.5,19.194,-67.528,15,3.5,2.4
2019 1226,1422  5.8,19.169,-67.572,10.6,3.3,2.4
2019 1226,1652 13.7,18.975,-67.078,22.5,3.2,2
2019 1226,1652 11.5,18.744,-66.65,109.8,3.2,2.2
2019 1226,2147 50.4,17.406,-68.358,15,3.4,2.3
2019 1227,0119 59.0,19.3,-67.206,37.8,3.5,2.4
2019 1227,0332 14.4,17.552,-68.294,21.9,3.3,2.3
2019 1227,0427  1.0,18.897,-67.675,25.1,3.3,2.1
2019 1227,525 18.2,18.916,-67.654,9.9,3.2,2
2019 1227,0811 48.4,18.992,-67.644,17.8,3.2,2.1
2019 1227,0905 42.6,18.389,-69.865,53.3,3.2,2.5
2019 1227,1606  6.7,19.113,-67.61,6.7,3.4,2.9
2019 1228,0501 57.2,19.77,-71.098,23.1,3.3,2.4
2019 1228,1012 29.6,18.33,-72.104,22.1,3.1,2.2
2019 1228,1232  7.8,17.835,-66.473,16,3.2,2.8
2019 1228,1233 41.0,17.865,-66.544,21.2,2.8,1.9
2019 1228,1636  9.4,18.754,-68.743,40.6,2.6,1.9
2019 1228,1712 43.7,17.897,-66.565,29.3,2.9,1.9
2019 1228,1853 19.2,19.281,-67.49,20.6,3.3,2.8
2019 1228,1900 25.8,17.874,-66.495,19.1,3,2.6
2019 1228,21 6  4.3,19.683,-68.132,120,3.1,2.3
2019 1228,22 6  0.0,,,,,
2019 1228,2235  0.0,,,,,
2019 1228,2241  0.0,,,,,
2019 1228,2245  0.0,,,,,
2019 1229,0335  1.8,18.037,-71.539,46.6,3.1,1.8
2019 1229,0440 31.2,18.788,-67.732,10.6,3.2,2
2019 1229,1121 55.2,19.289,-67.2,15,3.3,2.5
2019 1229,2233 23.4,19.667,-69.955,23,2.9,2.3
2019 1230,0528 39.1,17.99,-68.6,146.8,3.3,2.4
2019 1230,0606 13.2,18.45,-69.101,138.1,3.2,2.9
2019 1230,0616 18.5,17.654,-68.588,70.2,3.2,2
2019 1230,0648 20.1,20.059,-70.591,13.6,3.4,3.2
2019 1230,1319 27.0,18.303,-69.151,103.3,3.2,2.2
2019 1230,1406 34.0,20.009,-70.645,22.9,3.5,2.5
2019 1230,1451 59.4,19.056,-66.925,131.7,3.5,2.4
2019 1230,1659 27.2,19.656,-69.783,0.4,2.9,2.3
2019 1230,1700 24.5,17.899,-66.872,10.3,2.8,2.7
2019 1230,1907 18.9,17.888,-66.811,11.9,3,2.7
2019 1230,1910  2.4,20.224,-70.66,30.2,3.3,2.1
2019 1230,1959 21.4,17.885,-66.835,15.7,3.1,2.8
2019 1230,2011 12.7,17.885,-66.914,13.6,2.9,2.5
2019 1230,2209 17.1,17.888,-66.895,19.6,2.8,2.3
2019 1231,0151 26.0,20.324,-70.621,22.6,3,2.7
2019 1231,0925 16.6,19.085,-69.571,45.3,2.8,2.2
2019 1231,1239  3.9,19.962,-70.424,11.9,3.2,2.5
